event_id,timestamp,price_at_time,views,wishlists,tickets_sold_interval,cumulative_sold
E001,2026-07-21 03:00,650,599,120,2,128
E001,2026-07-21 04:00,650,626,136,1,129
E001,2026-07-21 05:00,650,564,112,0,129
E001,2026-07-21 06:00,650,574,109,0,129
E001,2026-07-21 07:00,650,563,105,2,131
E001,2026-07-21 08:00,650,562,120,1,132
E001,2026-07-21 09:00,650,623,109,0,132
E001,2026-07-21 10:00,650,607,134,0,132
E001,2026-07-21 11:00,650,556,98,0,132
E001,2026-07-21 12:00,650,605,112,0,132
E001,2026-07-21 13:00,650,576,93,0,132
E001,2026-07-21 14:00,650,618,118,0,132
E001,2026-07-21 15:00,650,581,93,1,133
E001,2026-07-21 16:00,650,556,100,1,134
E001,2026-07-21 17:00,650,588,109,1,135
E001,2026-07-21 18:00,650,616,109,0,135
E001,2026-07-21 19:00,650,634,101,0,135
E001,2026-07-21 20:00,650,601,108,2,137
E001,2026-07-21 21:00,650,601,98,1,138
E001,2026-07-21 22:00,650,626,137,0,138
E001,2026-07-21 23:00,650,624,113,0,138
E001,2026-07-22 00:00,650,620,141,1,139
E001,2026-07-22 01:00,650,584,121,1,140
E001,2026-07-22 02:00,650,597,108,1,141
E001,2026-07-22 03:00,650,555,102,0,141
E001,2026-07-22 04:00,650,618,127,1,142
E001,2026-07-22 05:00,650,575,102,0,142
E001,2026-07-22 06:00,650,587,129,2,144
E001,2026-07-22 07:00,650,634,127,0,144
E001,2026-07-22 08:00,650,581,107,1,145
E001,2026-07-22 09:00,650,582,118,2,147
E001,2026-07-22 10:00,650,639,129,1,148
E001,2026-07-22 11:00,650,577,109,1,149
E001,2026-07-22 12:00,650,593,106,0,149
E001,2026-07-22 13:00,650,627,110,0,149
E001,2026-07-22 14:00,650,566,106,0,149
E001,2026-07-22 15:00,650,626,122,0,149
E001,2026-07-22 16:00,650,626,117,0,149
E001,2026-07-22 17:00,650,594,108,0,149
E001,2026-07-22 18:00,650,615,101,0,149
E001,2026-07-22 19:00,650,573,96,0,149
E001,2026-07-22 20:00,650,574,131,1,150
E001,2026-07-22 21:00,650,575,112,2,152
E001,2026-07-22 22:00,650,596,123,1,153
E001,2026-07-22 23:00,650,592,108,0,153
E001,2026-07-23 00:00,650,640,119,0,153
E001,2026-07-23 01:00,650,615,115,2,155
E001,2026-07-23 02:00,650,592,99,0,155
E001,2026-07-23 03:00,650,645,147,0,155
E001,2026-07-23 04:00,650,622,141,2,157
E001,2026-07-23 05:00,650,639,136,0,157
E001,2026-07-23 06:00,650,626,127,1,158
E001,2026-07-23 07:00,650,584,95,0,158
E001,2026-07-23 08:00,650,611,116,2,160
E001,2026-07-23 09:00,650,634,120,2,162
E001,2026-07-23 10:00,650,623,142,1,163
E001,2026-07-23 11:00,650,653,125,0,163
E001,2026-07-23 12:00,650,602,134,1,164
E001,2026-07-23 13:00,650,619,119,1,165
E001,2026-07-23 14:00,650,587,130,0,165
E001,2026-07-23 15:00,650,649,128,0,165
E001,2026-07-23 16:00,650,601,136,1,166
E001,2026-07-23 17:00,650,575,94,0,166
E001,2026-07-23 18:00,650,630,133,1,167
E001,2026-07-23 19:00,650,573,96,2,169
E001,2026-07-23 20:00,650,645,118,2,171
E001,2026-07-23 21:00,650,593,121,0,171
E001,2026-07-23 22:00,650,586,103,1,172
E001,2026-07-23 23:00,650,651,122,0,172
E001,2026-07-24 00:00,650,643,120,0,172
E001,2026-07-24 01:00,650,617,113,1,173
E001,2026-07-24 02:00,650,649,115,2,175
E001,2026-07-24 03:00,650,661,117,2,177
E001,2026-07-24 04:00,650,614,125,0,177
E001,2026-07-24 05:00,650,614,134,0,177
E001,2026-07-24 06:00,650,651,136,0,177
E001,2026-07-24 07:00,650,647,141,1,178
E001,2026-07-24 08:00,650,622,105,0,178
E001,2026-07-24 09:00,650,634,140,2,180
E001,2026-07-24 10:00,650,613,128,2,182
E001,2026-07-24 11:00,650,589,109,2,184
E001,2026-07-24 12:00,650,624,113,2,186
E001,2026-07-24 13:00,650,602,124,0,186
E001,2026-07-24 14:00,650,645,119,1,187
E001,2026-07-24 15:00,650,664,130,0,187
E001,2026-07-24 16:00,650,645,138,0,187
E001,2026-07-24 17:00,650,611,112,0,187
E001,2026-07-24 18:00,650,667,120,2,189
E001,2026-07-24 19:00,650,592,95,0,189
E001,2026-07-24 20:00,650,613,137,1,190
E001,2026-07-24 21:00,650,618,111,1,191
E001,2026-07-24 22:00,650,662,124,1,192
E001,2026-07-24 23:00,650,620,100,0,192
E001,2026-07-25 00:00,650,614,115,0,192
E001,2026-07-25 01:00,650,589,112,1,193
E001,2026-07-25 02:00,650,643,125,1,194
E001,2026-07-25 03:00,650,618,125,0,194
E001,2026-07-25 04:00,650,671,115,0,194
E001,2026-07-25 05:00,650,681,125,1,195
E001,2026-07-25 06:00,650,627,106,2,197
E001,2026-07-25 07:00,650,677,132,1,198
E001,2026-07-25 08:00,650,605,103,2,200
E001,2026-07-25 09:00,650,624,131,2,202
E001,2026-07-25 10:00,650,617,114,1,203
E001,2026-07-25 11:00,650,670,133,1,204
E001,2026-07-25 12:00,650,625,139,0,204
E001,2026-07-25 13:00,650,644,107,1,205
E001,2026-07-25 14:00,650,670,124,0,205
E001,2026-07-25 15:00,650,663,108,2,207
E001,2026-07-25 16:00,650,613,99,2,209
E001,2026-07-25 17:00,650,669,126,1,210
E001,2026-07-25 18:00,650,638,121,1,211
E001,2026-07-25 19:00,650,631,118,1,212
E001,2026-07-25 20:00,650,618,100,1,213
E001,2026-07-25 21:00,650,665,146,0,213
E001,2026-07-25 22:00,650,663,124,0,213
E001,2026-07-25 23:00,650,626,104,1,214
E001,2026-07-26 00:00,650,629,139,2,216
E001,2026-07-26 01:00,650,651,115,0,216
E001,2026-07-26 02:00,650,670,140,2,218
E001,2026-07-26 03:00,650,617,103,2,220
E001,2026-07-26 04:00,650,628,119,0,220
E001,2026-07-26 05:00,650,701,146,1,221
E001,2026-07-26 06:00,650,683,138,1,222
E001,2026-07-26 07:00,650,697,136,1,223
E001,2026-07-26 08:00,650,638,127,0,223
E001,2026-07-26 09:00,650,631,123,0,223
E001,2026-07-26 10:00,650,640,114,2,225
E001,2026-07-26 11:00,650,672,137,0,225
E001,2026-07-26 12:00,650,639,138,0,225
E001,2026-07-26 13:00,650,663,126,1,226
E001,2026-07-26 14:00,650,675,141,2,228
E001,2026-07-26 15:00,650,643,140,0,228
E001,2026-07-26 16:00,650,653,123,0,228
E001,2026-07-26 17:00,650,648,137,0,228
E001,2026-07-26 18:00,650,665,147,0,228
E001,2026-07-26 19:00,650,651,126,0,228
E001,2026-07-26 20:00,650,715,138,0,228
E001,2026-07-26 21:00,650,713,152,1,229
E001,2026-07-26 22:00,650,653,120,1,230
E001,2026-07-26 23:00,650,702,119,2,232
E001,2026-07-27 00:00,650,660,137,2,234
E001,2026-07-27 01:00,650,695,152,2,236
E001,2026-07-27 02:00,650,727,128,0,236
E001,2026-07-27 03:00,650,639,125,1,237
E001,2026-07-27 04:00,650,698,123,1,238
E001,2026-07-27 05:00,650,678,150,2,240
E001,2026-07-27 06:00,650,689,140,2,242
E001,2026-07-27 07:00,650,651,110,2,244
E001,2026-07-27 08:00,650,674,136,0,244
E001,2026-07-27 09:00,650,720,160,0,244
E001,2026-07-27 10:00,650,713,130,2,246
E001,2026-07-27 11:00,650,682,146,2,248
E001,2026-07-27 12:00,650,695,156,2,250
E001,2026-07-27 13:00,650,677,118,2,252
E001,2026-07-27 14:00,650,689,152,1,253
E001,2026-07-27 15:00,650,694,145,2,255
E001,2026-07-27 16:00,650,702,120,0,255
E001,2026-07-27 17:00,650,726,130,0,255
E001,2026-07-27 18:00,650,724,127,1,256
E001,2026-07-27 19:00,650,748,152,2,258
E001,2026-07-27 20:00,650,666,121,1,259
E001,2026-07-27 21:00,650,748,141,2,261
E001,2026-07-27 22:00,650,747,132,1,262
E001,2026-07-27 23:00,650,675,147,0,262
E001,2026-07-28 00:00,650,724,141,0,262
E001,2026-07-28 01:00,650,712,139,2,264
E001,2026-07-28 02:00,650,721,125,1,265
E001,2026-07-28 03:00,650,720,162,1,266
E001,2026-07-28 04:00,650,723,143,1,267
E001,2026-07-28 05:00,650,751,160,1,268
E001,2026-07-28 06:00,650,691,146,0,268
E001,2026-07-28 07:00,650,734,119,2,270
E001,2026-07-28 08:00,650,722,127,0,270
E001,2026-07-28 09:00,650,732,133,0,270
E001,2026-07-28 10:00,650,758,131,0,270
E001,2026-07-28 11:00,650,779,144,2,272
E001,2026-07-28 12:00,650,745,164,1,273
E001,2026-07-28 13:00,650,772,161,0,273
E001,2026-07-28 14:00,650,719,161,0,273
E001,2026-07-28 15:00,650,732,162,0,273
E001,2026-07-28 16:00,650,738,128,1,274
E001,2026-07-28 17:00,650,769,161,0,274
E001,2026-07-28 18:00,650,776,148,0,274
E001,2026-07-28 19:00,650,732,166,2,276
E001,2026-07-28 20:00,650,766,130,0,276
E001,2026-07-28 21:00,650,790,160,1,277
E001,2026-07-28 22:00,650,760,128,1,278
E001,2026-07-28 23:00,650,794,149,2,280
E001,2026-07-29 00:00,650,726,123,0,280
E001,2026-07-29 01:00,650,807,185,1,281
E001,2026-07-29 02:00,650,755,165,0,281
E001,2026-07-29 03:00,650,766,156,2,283
E001,2026-07-29 04:00,650,751,140,0,283
E001,2026-07-29 05:00,650,803,136,0,283
E001,2026-07-29 06:00,650,772,140,2,285
E001,2026-07-29 07:00,650,785,143,1,286
E001,2026-07-29 08:00,650,785,178,0,286
E001,2026-07-29 09:00,650,823,176,0,286
E001,2026-07-29 10:00,650,826,138,0,286
E001,2026-07-29 11:00,650,811,134,0,286
E001,2026-07-29 12:00,650,819,141,0,286
E001,2026-07-29 13:00,650,757,137,0,286
E001,2026-07-29 14:00,650,777,148,0,286
E001,2026-07-29 15:00,650,769,131,2,288
E001,2026-07-29 16:00,650,787,171,0,288
E001,2026-07-29 17:00,650,817,140,2,290
E001,2026-07-29 18:00,650,841,177,0,290
E001,2026-07-29 19:00,650,849,174,1,291
E001,2026-07-29 20:00,650,816,140,2,293
E001,2026-07-29 21:00,650,854,165,0,293
E001,2026-07-29 22:00,650,786,156,1,294
E001,2026-07-29 23:00,650,800,152,1,295
E001,2026-07-30 00:00,650,835,176,1,296
E001,2026-07-30 01:00,650,855,183,3,299
E001,2026-07-30 02:00,650,838,187,2,301
E001,2026-07-30 03:00,650,783,145,1,302
E001,2026-07-30 04:00,650,861,161,2,304
E001,2026-07-30 05:00,650,791,126,1,305
E001,2026-07-30 06:00,650,828,147,2,307
E001,2026-07-30 07:00,650,861,165,2,309
E001,2026-07-30 08:00,650,856,143,2,311
E001,2026-07-30 09:00,650,806,185,1,312
E001,2026-07-30 10:00,650,804,141,1,313
E001,2026-07-30 11:00,650,844,147,1,314
E001,2026-07-30 12:00,650,872,180,1,315
E001,2026-07-30 13:00,650,882,179,2,317
E001,2026-07-30 14:00,650,880,199,1,318
E001,2026-07-30 15:00,650,890,161,2,320
E001,2026-07-30 16:00,650,895,191,2,322
E001,2026-07-30 17:00,650,840,188,0,322
E001,2026-07-30 18:00,650,862,144,0,322
E001,2026-07-30 19:00,650,901,170,2,324
E001,2026-07-30 20:00,650,914,198,2,326
E001,2026-07-30 21:00,650,903,196,2,328
E001,2026-07-30 22:00,650,901,173,2,330
E001,2026-07-30 23:00,650,919,176,2,332
E001,2026-07-31 00:00,650,843,188,1,333
E001,2026-07-31 01:00,650,877,184,2,335
E001,2026-07-31 02:00,650,891,154,1,336
E001,2026-07-31 03:00,650,897,143,1,337
E001,2026-07-31 04:00,650,910,148,3,340
E001,2026-07-31 05:00,650,880,180,1,341
E001,2026-07-31 06:00,650,934,184,3,344
E001,2026-07-31 07:00,650,917,179,1,345
E001,2026-07-31 08:00,650,883,173,3,348
E001,2026-07-31 09:00,650,873,183,1,349
E001,2026-07-31 10:00,650,910,179,1,350
E001,2026-07-31 11:00,650,957,182,1,351
E001,2026-07-31 12:00,650,887,142,1,352
E001,2026-07-31 13:00,650,895,181,1,353
E001,2026-07-31 14:00,650,940,188,1,354
E001,2026-07-31 15:00,650,978,198,2,356
E001,2026-07-31 16:00,650,951,204,2,358
E001,2026-07-31 17:00,650,913,187,2,360
E001,2026-07-31 18:00,650,917,180,3,363
E001,2026-07-31 19:00,650,904,166,2,365
E001,2026-07-31 20:00,650,953,160,1,366
E001,2026-07-31 21:00,650,948,158,2,368
E001,2026-07-31 22:00,650,989,175,3,371
E001,2026-07-31 23:00,650,938,151,3,374
E001,2026-08-01 00:00,650,957,211,1,375
E001,2026-08-01 01:00,650,986,212,2,377
E001,2026-08-01 02:00,650,961,214,1,378
E001,2026-08-01 03:00,650,1011,199,1,379
E001,2026-08-01 04:00,650,955,188,3,382
E001,2026-08-01 05:00,650,968,210,2,384
E001,2026-08-01 06:00,650,956,183,3,387
E001,2026-08-01 07:00,650,1033,185,2,389
E001,2026-08-01 08:00,650,977,207,3,392
E001,2026-08-01 09:00,650,977,180,2,394
E001,2026-08-01 10:00,650,1027,178,1,395
E001,2026-08-01 11:00,650,1021,233,1,396
E001,2026-08-01 12:00,650,1024,193,2,398
E001,2026-08-01 13:00,650,1036,212,3,401
E001,2026-08-01 14:00,650,1050,174,2,403
E001,2026-08-01 15:00,650,980,192,2,405
E001,2026-08-01 16:00,650,1001,192,1,406
E001,2026-08-01 17:00,650,981,198,3,409
E001,2026-08-01 18:00,650,1027,196,3,412
E001,2026-08-01 19:00,650,1076,185,2,414
E001,2026-08-01 20:00,650,1038,219,3,417
E001,2026-08-01 21:00,650,1036,217,1,418
E001,2026-08-01 22:00,650,1074,183,2,420
E001,2026-08-01 23:00,650,1056,206,2,422
E001,2026-08-02 00:00,650,1088,196,4,426
E001,2026-08-02 01:00,650,1094,194,4,430
E001,2026-08-02 02:00,650,1062,198,2,432
E001,2026-08-02 03:00,650,1092,201,4,436
E001,2026-08-02 04:00,650,1061,208,4,440
E001,2026-08-02 05:00,650,1091,235,2,442
E001,2026-08-02 06:00,650,1059,220,2,444
E001,2026-08-02 07:00,650,1038,221,1,445
E001,2026-08-02 08:00,650,1052,203,3,448
E001,2026-08-02 09:00,650,1070,221,2,450
E001,2026-08-02 10:00,650,1094,228,2,452
E001,2026-08-02 11:00,650,1106,183,1,453
E001,2026-08-02 12:00,650,1072,217,3,456
E001,2026-08-02 13:00,650,1141,249,2,458
E001,2026-08-02 14:00,650,1135,185,3,461
E001,2026-08-02 15:00,650,1145,201,3,464
E001,2026-08-02 16:00,650,1122,237,2,466
E001,2026-08-02 17:00,650,1158,208,2,468
E001,2026-08-02 18:00,650,1138,260,3,471
E001,2026-08-02 19:00,650,1100,244,1,472
E001,2026-08-02 20:00,650,1159,243,2,474
E001,2026-08-02 21:00,650,1134,259,4,478
E001,2026-08-02 22:00,650,1149,185,2,480
E001,2026-08-02 23:00,650,1097,202,4,484
E001,2026-08-03 00:00,650,1185,228,2,486
E001,2026-08-03 01:00,650,1141,252,2,488
E001,2026-08-03 02:00,650,1166,235,2,490
E001,2026-08-03 03:00,650,1164,196,4,494
E001,2026-08-03 04:00,650,1170,200,4,498
E001,2026-08-03 05:00,650,1153,234,4,502
E001,2026-08-03 06:00,650,1143,203,3,505
E001,2026-08-03 07:00,650,1170,228,2,507
E001,2026-08-03 08:00,650,1167,242,3,510
E001,2026-08-03 09:00,650,1151,261,2,512
E001,2026-08-03 10:00,650,1192,214,2,514
E001,2026-08-03 11:00,650,1218,261,1,515
E001,2026-08-03 12:00,650,1224,265,3,518
E001,2026-08-03 13:00,650,1173,261,3,521
E001,2026-08-03 14:00,650,1227,239,2,523
E001,2026-08-03 15:00,650,1219,258,3,526
E001,2026-08-03 16:00,650,1168,233,3,529
E001,2026-08-03 17:00,650,1242,209,1,530
E001,2026-08-03 18:00,650,1221,259,2,532
E001,2026-08-03 19:00,650,1230,257,3,535
E001,2026-08-03 20:00,650,1253,269,3,538
E001,2026-08-03 21:00,650,1264,234,4,542
E001,2026-08-03 22:00,650,1258,223,3,545
E001,2026-08-03 23:00,650,1263,215,3,548
E001,2026-08-04 00:00,650,1191,264,3,551
E001,2026-08-04 01:00,650,1193,236,2,553
E001,2026-08-04 02:00,650,1219,271,4,557
E001,2026-08-04 03:00,650,1236,262,3,560
E001,2026-08-04 04:00,650,1265,226,2,562
E001,2026-08-04 05:00,650,1291,208,4,566
E001,2026-08-04 06:00,650,1254,214,2,568
E001,2026-08-04 07:00,650,1253,231,4,572
E001,2026-08-04 08:00,650,1243,278,3,575
E001,2026-08-04 09:00,650,1291,226,2,577
E001,2026-08-04 10:00,650,1244,206,4,581
E001,2026-08-04 11:00,650,1287,226,2,583
E001,2026-08-04 12:00,650,1270,211,3,586
E001,2026-08-04 13:00,650,1314,250,3,589
E001,2026-08-04 14:00,650,1276,272,2,591
E001,2026-08-04 15:00,650,1241,251,3,594
E001,2026-08-04 16:00,650,1265,226,4,598
E001,2026-08-04 17:00,650,1276,260,2,600
E001,2026-08-04 18:00,650,1265,202,3,603
E001,2026-08-04 19:00,650,1267,231,2,605
